Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SellerAge,SellerName
207,20,RL,13673,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,TA,Gd,CBlock,0,0,1140,1140,GasA,TA,Y,1696,0,0,1696,0,0,1,1,3,1,TA,8,Min2,1,1,349,Y,0,30,0,0,0,0,0,3,2007,WD,Normal,143.9,52,David Vargas
208,20,RL,12493,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,419,306,375,1100,GasA,TA,Y,1100,0,0,1100,1,0,1,0,3,1,TA,6,Typ,1,1,312,Y,355,0,0,0,0,0,0,4,2008,WD,Normal,141.0,46,Erik Luke
209,60,RL,14364,Pave,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1989,Gable,CompShg,Plywood,Plywood,Gd,TA,CBlock,1065,0,92,1157,GasA,Ex,Y,1180,882,0,2062,1,0,2,1,3,1,TA,7,Typ,1,2,454,Y,60,55,0,0,154,0,0,4,2007,WD,Normal,277.0,80,Mary Smith
210,20,RL,8250,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1964,1964,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,787,0,305,1092,GasA,Ex,Y,1092,0,0,1092,1,0,1,0,3,1,TA,6,Typ,0,2,504,Y,0,0,0,0,0,0,0,7,2008,WD,Normal,145.0,65,Philip Jack
211,30,RL,5604,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1925,1950,Gable,CompShg,Stucco,Stucco,TA,TA,CBlock,468,0,396,864,GasA,TA,N,864,0,0,864,1,0,1,0,2,1,TA,5,Typ,0,0,0,Y,0,0,96,0,0,0,0,4,2008,WD,Normal,98.0,21,Harmony Walker
212,20,RL,10420,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,36,0,1176,1212,GasA,Ex,Y,1212,0,0,1212,0,0,2,0,3,1,Gd,6,Typ,0,2,460,Y,100,22,0,0,0,0,0,3,2010,WD,Normal,186.0,75,Paul Thorp
213,60,FV,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,822,0,78,900,GasA,Ex,Y,932,920,0,1852,1,0,2,1,3,1,Gd,7,Typ,1,2,644,Y,168,108,0,0,0,0,0,7,2009,New,Partial,252.678,26,Lucille Wilcox
214,20,RL,13568,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,716,0,274,990,GasA,Ex,Y,990,0,0,990,0,1,1,0,3,1,TA,5,Typ,0,2,576,Y,224,0,0,0,0,0,0,7,2006,WD,Normal,156.0,92,Adam Sanchez
215,60,RL,10900,Pave,IR1,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,7,1977,1977,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,378,0,311,689,GasA,Ex,Y,689,703,0,1392,0,0,1,1,3,1,TA,6,Typ,0,1,299,Y,0,36,0,0,0,0,450,3,2010,WD,Normal,161.75,59,Robert Nielsen
216,20,RL,10011,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1996,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,360,0,710,1070,GasA,TA,Y,1236,0,0,1236,0,1,1,0,2,1,Gd,6,Min1,1,1,447,Y,0,0,0,0,0,0,0,5,2006,WD,Normal,134.45,51,David Artis
217,20,RL,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,946,0,490,1436,GasA,Ex,Y,1436,0,0,1436,1,0,2,0,3,1,Gd,8,Typ,0,2,484,Y,139,98,0,0,0,0,0,4,2008,WD,Normal,210.0,35,Lisa Mcdonald
218,70,RM,9906,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1925,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,0,0,686,686,GasA,Fa,N,810,518,0,1328,0,0,1,0,3,1,TA,8,Typ,0,1,210,Y,0,172,60,0,0,0,0,9,2006,WD,Family,107.0,44,David Worrell
219,50,RL,15660,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,CBlock,341,0,457,798,GasA,Ex,Y,1137,817,0,1954,0,1,1,1,3,1,Gd,8,Typ,2,2,431,Y,0,119,150,0,0,0,0,5,2008,WD,Normal,311.5,81,Linda Amundsen
220,120,RL,3010,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,16,0,1232,1248,GasA,Ex,Y,1248,0,0,1248,0,0,2,0,2,1,Gd,5,Typ,0,2,438,Y,108,0,0,0,0,0,0,3,2006,New,Partial,167.24,53,Donald Mendieta
221,20,RL,8990,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1498,1498,GasA,Ex,Y,1498,0,0,1498,0,0,2,0,2,1,Gd,5,Typ,0,2,675,Y,351,33,0,0,0,0,0,4,2006,New,Partial,204.9,25,Leila Fernandez
222,60,RL,8068,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1010,1010,GasA,Ex,Y,1010,1257,0,2267,0,0,2,1,4,1,Gd,8,Typ,1,2,390,Y,120,46,0,0,0,0,0,12,2009,ConLI,Normal,200.0,71,Francine Mccarthy
223,60,RL,11475,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1975,1975,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,550,0,163,713,GasA,TA,Y,811,741,0,1552,1,0,2,1,3,1,TA,6,Typ,1,2,434,Y,209,208,0,0,0,0,0,2,2006,WD,Normal,179.9,27,Verna Coffey
224,20,RL,10500,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,524,180,160,864,GasA,Gd,Y,864,0,0,864,0,0,1,0,2,1,TA,4,Typ,0,2,576,Y,216,0,0,0,0,0,0,3,2009,WD,Abnorml,97.0,39,Juanita Smith
225,20,RL,13472,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,56,0,2336,2392,GasA,Ex,Y,2392,0,0,2392,0,0,2,0,3,1,Ex,8,Typ,1,3,968,Y,248,105,0,0,0,0,0,6,2009,WD,Normal,386.25,73,Norma Blanchard
226,160,RM,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,0,0,630,630,GasA,TA,Y,630,672,0,1302,0,0,2,1,3,1,TA,6,Typ,0,1,280,Y,0,0,0,0,0,0,0,5,2009,COD,Abnorml,112.0,86,Juan Smith
227,60,RL,9950,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,565,0,638,1203,GasA,Ex,Y,1214,1306,0,2520,0,0,2,1,4,1,Gd,9,Typ,1,3,721,Y,224,114,0,0,0,0,0,6,2007,WD,Abnorml,290.0,56,Shirley Cortese
228,160,RM,1869,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,321,0,162,483,GasA,TA,Y,483,504,0,987,0,0,1,1,2,1,TA,5,Typ,0,1,280,Y,0,0,0,0,0,0,0,9,2008,WD,Normal,106.0,33,Stephanie Grothe
229,20,RL,8521,Pave,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,842,0,70,912,GasA,TA,Y,912,0,0,912,0,0,1,0,3,1,TA,5,Typ,1,1,336,Y,0,0,0,0,0,0,0,5,2010,WD,Normal,125.0,28,William Ramos
230,120,RL,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,16,0,1357,1373,GasA,Ex,Y,1555,0,0,1555,0,0,2,0,2,1,Gd,7,Typ,1,2,430,Y,143,20,0,0,0,0,0,5,2009,WD,Normal,192.5,89,Henry Hunter
231,20,RL,8760,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,0,0,1194,1194,GasA,TA,Y,1194,0,0,1194,1,0,1,0,3,1,TA,6,Typ,0,1,312,Y,0,0,120,0,0,0,0,4,2010,WD,Normal,148.0,32,Fred Harger
232,60,RL,15138,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,689,0,773,1462,GasA,Ex,Y,1490,1304,0,2794,1,0,2,1,4,1,Ex,9,Typ,1,3,810,Y,0,146,202,0,0,0,0,7,2009,WD,Normal,403.0,51,Martin Sharpton
233,160,RM,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,0,0,483,483,GasA,TA,Y,483,504,0,987,0,0,1,1,2,1,TA,5,Typ,1,1,288,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,94.5,97,Barbara Derouen
234,20,RL,10650,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,182,712,0,894,GasA,TA,Y,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,0,1,308,Y,365,0,0,0,0,0,0,2,2010,WD,Normal,128.2,59,Sidney Brooks
235,60,RL,7851,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,625,0,235,860,GasA,Ex,Y,860,1100,0,1960,1,0,2,1,4,1,Gd,8,Typ,2,2,440,Y,288,48,0,0,0,0,0,5,2010,WD,Normal,216.5,64,Timothy Moore
236,160,RM,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,3,1971,1971,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,358,0,125,483,GasA,TA,Y,483,504,0,987,0,0,1,1,2,1,TA,5,Typ,0,1,264,Y,0,0,0,0,0,0,0,8,2008,WD,Normal,89.5,42,Evelyn Laporte
237,20,RL,8773,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,24,0,1390,1414,GasA,Ex,Y,1414,0,0,1414,0,0,2,0,3,1,Gd,6,Typ,0,2,494,Y,132,105,0,0,0,0,0,5,2010,WD,Normal,185.5,64,Howard Kelley
238,60,RL,9453,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,402,0,594,996,GasA,Ex,Y,1014,730,0,1744,0,0,2,1,3,1,Gd,7,Typ,0,2,457,Y,370,70,0,238,0,0,0,2,2010,WD,Normal,194.5,92,Muriel Schram
239,20,RL,12030,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,0,0,1694,1694,GasA,Ex,Y,1694,0,0,1694,0,0,2,0,3,1,Gd,7,Typ,0,3,818,Y,168,228,0,0,0,0,0,12,2007,New,Partial,318.0,41,Willie Adams
240,50,RL,8741,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1945,1950,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,94,0,641,735,GasA,TA,Y,798,689,0,1487,0,0,1,1,3,1,TA,7,Typ,1,1,220,Y,0,140,0,0,0,0,0,4,2010,WD,Normal,113.0,92,Joseph Gilden
241,20,FV,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1078,0,488,1566,GasA,Ex,Y,1566,0,0,1566,1,0,2,0,3,1,Gd,7,Typ,0,2,750,Y,144,168,0,0,0,0,0,4,2010,WD,Normal,262.5,37,Nina Whish
242,30,RM,3880,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,9,1945,1997,Gable,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,329,0,357,686,GasA,Gd,Y,866,0,0,866,0,0,1,0,2,1,Gd,4,Typ,0,0,0,Y,58,42,0,0,0,0,0,8,2007,WD,Normal,110.5,84,Terry Mercado
243,50,RM,5000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,0,0,540,540,GasA,Gd,N,889,551,0,1440,0,0,1,0,3,1,TA,6,Typ,0,1,352,Y,0,0,77,0,0,0,0,4,2006,WD,Normal,79.0,88,Elaine Pelote
244,160,RL,10762,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,0,0,626,626,GasA,TA,Y,626,591,0,1217,0,0,1,1,3,1,TA,6,Typ,1,1,288,Y,0,28,0,0,0,0,0,4,2009,WD,Normal,120.0,52,Joseph Smith
245,60,RL,8880,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,695,0,253,948,GasA,Ex,Y,1222,888,0,2110,1,0,2,1,3,1,Gd,8,Typ,2,2,463,Y,0,130,0,0,0,0,0,5,2010,WD,Normal,205.0,75,Juan Downing
246,20,RL,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,929,0,916,1845,GasA,Gd,Y,1872,0,0,1872,0,1,2,0,3,1,TA,6,Typ,1,2,604,Y,197,39,0,0,0,0,0,6,2006,WD,Normal,241.5,27,Geraldine Smith
247,190,RM,9142,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,6,8,1910,1950,Gable,CompShg,AsbShng,AsbShng,TA,Fa,Stone,0,0,1020,1020,GasA,Gd,N,908,1020,0,1928,0,0,2,0,4,2,Fa,9,Typ,0,1,440,Y,0,60,112,0,0,0,0,4,2006,WD,Normal,137.0,70,Earl Clarkson
248,20,RL,11310,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,1954,Hip,CompShg,Wd Sdng,BrkFace,TA,TA,CBlock,0,0,1367,1367,GasA,Ex,Y,1375,0,0,1375,0,0,1,0,2,1,TA,5,Typ,1,2,451,Y,0,30,0,0,0,0,0,6,2006,WD,Normal,140.0,60,David Orlowski
249,60,RL,11317,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,840,840,GasA,Ex,Y,840,828,0,1668,0,0,2,1,3,1,Gd,8,Typ,0,2,500,Y,144,68,0,0,0,0,0,9,2007,WD,Normal,180.0,98,Ozella Bell
250,50,RL,159000,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,Gd,TA,CBlock,697,0,747,1444,GasA,Gd,Y,1444,700,0,2144,0,1,2,0,4,1,Gd,7,Typ,2,2,389,Y,0,98,0,0,0,0,500,6,2007,WD,Normal,277.0,50,Michael Medina
251,30,RL,5350,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,TA,Po,CBlock,0,0,728,728,GasA,Ex,Y,1306,0,0,1306,0,0,1,0,3,1,Fa,6,Mod,0,0,0,Y,263,0,0,0,0,0,450,5,2010,WD,Normal,76.5,80,Dylan Taylor
252,120,RM,4750,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1573,0,0,1573,GasA,Ex,Y,1625,0,0,1625,1,1,2,0,2,1,Gd,5,Typ,1,2,538,Y,123,0,0,0,153,0,0,12,2007,WD,Family,235.0,89,Etta Keeter
253,60,RL,8366,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,798,798,GasA,Ex,Y,798,842,0,1640,0,0,2,1,3,1,Gd,6,Typ,0,2,520,Y,138,45,0,0,0,0,0,12,2008,WD,Normal,173.0,60,Virginia Howe
254,80,RL,9350,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1964,1991,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,270,580,452,1302,GasA,Ex,Y,1302,0,0,1302,0,1,2,0,3,1,Gd,7,Min1,0,1,309,Y,333,0,0,0,0,0,0,10,2007,CWD,Normal,158.0,70,Erik Dellinger
255,20,RL,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1957,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,922,0,392,1314,GasA,TA,Y,1314,0,0,1314,1,0,1,0,3,1,TA,5,Typ,0,1,294,Y,250,0,0,0,0,0,0,6,2010,WD,Normal,145.0,88,Kevin Harper
256,60,RL,8738,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,975,975,GasA,Ex,Y,1005,1286,0,2291,0,0,2,1,4,1,Gd,8,Typ,1,2,429,Y,192,0,0,0,0,0,0,2,2006,WD,Normal,230.0,19,Jerry Ruiz
257,60,FV,8791,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,503,0,361,864,GasA,Ex,Y,864,864,0,1728,0,0,2,1,3,1,Gd,7,Typ,0,2,673,Y,216,56,0,0,0,0,0,5,2008,WD,Normal,207.5,93,Charles Gutierrez
258,20,RL,8814,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1334,0,270,1604,GasA,Ex,Y,1604,0,0,1604,1,0,2,1,3,1,Gd,8,Typ,1,2,660,Y,123,110,0,0,0,0,0,3,2009,WD,Abnorml,220.0,80,Richard Collier
259,60,RL,12435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,361,0,602,963,GasA,Ex,Y,963,829,0,1792,0,0,2,1,3,1,Gd,7,Typ,1,2,564,Y,0,96,0,245,0,0,0,5,2008,WD,Normal,231.5,36,Roger Brinson
260,20,RM,12702,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,TA,TA,PConc,0,0,0,0,GasA,Gd,Y,882,0,0,882,0,0,1,0,2,1,TA,4,Typ,0,1,308,Y,0,45,0,0,0,0,0,12,2008,WD,Normal,97.0,24,Lynne Chase
261,80,RL,19296,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,6,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,672,690,0,1362,GasA,TA,Y,1382,0,0,1382,1,0,1,0,3,1,TA,6,Typ,1,2,884,Y,0,0,252,0,0,0,0,5,2009,WD,Normal,176.0,84,Juanita Vaughn
262,60,RL,9588,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,0,0,1482,1482,GasA,Ex,Y,1482,1092,0,2574,0,0,2,1,3,1,Ex,10,Typ,1,3,868,Y,0,148,0,0,0,0,0,11,2007,New,Partial,276.0,61,Manuel Clark
263,80,RL,8471,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1977,1995,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,506,0,0,506,GasA,TA,Y,1212,0,0,1212,1,0,1,0,3,1,TA,6,Typ,1,2,492,Y,292,12,0,0,0,0,0,7,2006,WD,Normal,151.0,85,Lindsey Sanchez
264,50,RM,5500,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,234,692,0,926,GasA,TA,Y,926,0,390,1316,1,0,1,0,3,1,TA,6,Typ,0,2,484,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,130.0,18,Sandra Balensiefen
265,30,RM,5232,Pave,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,0,0,680,680,GasA,Gd,N,764,0,0,764,0,0,1,0,2,1,TA,4,Typ,0,2,504,N,0,0,0,0,0,0,0,6,2008,WD,Normal,73.0,75,Petra Jackson
266,20,RL,12090,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1981,1981,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,588,228,606,1422,GasA,TA,Y,1422,0,0,1422,0,0,2,0,3,1,Gd,7,Typ,1,2,576,Y,276,0,0,0,0,0,0,6,2008,WD,Normal,175.5,20,Willie Meyer
267,60,RL,11207,Pave,IR1,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,714,0,88,802,GasA,Gd,Y,802,709,0,1511,1,0,2,1,3,1,TA,8,Typ,1,2,413,Y,95,75,0,0,0,0,0,6,2006,WD,Normal,185.0,45,Edward Baker
268,75,RL,8400,Pave,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1939,1997,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,378,0,342,720,GasA,Ex,Y,1052,720,420,2192,0,0,2,1,4,1,Gd,8,Typ,1,1,240,Y,262,24,0,0,0,0,0,7,2008,WD,Normal,179.5,29,Marc Ruiz
269,30,RM,6900,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,403,125,212,740,GasA,Ex,Y,778,0,0,778,0,0,1,0,2,1,TA,4,Typ,1,1,924,Y,0,25,0,0,0,0,0,2,2008,WD,Normal,120.5,51,Jay Ward
270,20,RL,7917,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,Hip,CompShg,HdBoard,HdBoard,TA,Gd,CBlock,751,0,392,1143,GasA,TA,Y,1113,0,0,1113,1,0,1,1,3,1,TA,6,Typ,1,1,504,Y,370,30,0,0,0,0,0,5,2007,WD,Normal,148.0,94,Jayme Hinostroza
271,60,FV,10728,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1095,1095,GasA,Gd,Y,1095,844,0,1939,0,0,2,1,3,1,Gd,8,Typ,1,3,1053,Y,192,51,0,0,0,0,0,8,2006,New,Partial,266.0,29,Frances Bayne
272,20,RL,39104,Pave,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,7,1954,2005,Flat,Membran,Plywood,Plywood,TA,TA,CBlock,226,1063,96,1385,GasA,Ex,Y,1363,0,0,1363,1,0,1,0,2,1,TA,5,Mod,2,2,439,Y,81,0,0,0,0,0,0,4,2008,WD,Normal,241.5,24,Craig Oneal
273,60,RL,11764,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,524,0,628,1152,GasA,Ex,Y,1164,1106,0,2270,0,0,2,1,4,1,Gd,9,Typ,1,3,671,Y,132,57,0,0,0,0,0,4,2010,WD,Normal,290.0,67,Carol Allen
